component_file,component_layer,previous_classification,route_profile_applied,input_packets_added,output_packets_added,pointer_ids_added,validator_bindings_added,quality_gates_added,fallback_added,lineage_added,provider_boundary_added,new_classification,quarantined,reason
directors/production/maya.md,DIRECTOR,TEMPLATE_ONLY_SHALLOW,provider_handoff_profile,"[voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, approval_packet]","[provider_handoff_packet, media_quality_gate_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_MEDIA_PROVIDER_HANDOFF, PTR_PROVIDER_QUALITY]","[provider_handoff_packet_present, no_n8n_provider_media_execution, provider_boundary_present]","[provider_boundary_gate, typed_input_gate, approval_gate]",BLOCKED_BEFORE_OUTPUT unless approval_packet explicitly authorizes provider execution.,"[provider_handoff_packet_id, approval_packet_id, typed_input_id]",provider_execution_allowed=false by default; only explicit approval_packet may change it,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: provider/tool adapter
directors/production/tumburu.md,DIRECTOR,TEMPLATE_ONLY_SHALLOW,provider_handoff_profile,"[voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, approval_packet]","[provider_handoff_packet, media_quality_gate_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_MEDIA_PROVIDER_HANDOFF, PTR_PROVIDER_QUALITY]","[provider_handoff_packet_present, no_n8n_provider_media_execution, provider_boundary_present]","[provider_boundary_gate, typed_input_gate, approval_gate]",BLOCKED_BEFORE_OUTPUT unless approval_packet explicitly authorizes provider execution.,"[provider_handoff_packet_id, approval_packet_id, typed_input_id]",provider_execution_allowed=false by default; only explicit approval_packet may change it,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: provider/tool adapter
directors/production/vishwakarma.md,DIRECTOR,TEMPLATE_ONLY_SHALLOW,provider_handoff_profile,"[voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, approval_packet]","[provider_handoff_packet, media_quality_gate_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_MEDIA_PROVIDER_HANDOFF, PTR_PROVIDER_QUALITY]","[provider_handoff_packet_present, no_n8n_provider_media_execution, provider_boundary_present]","[provider_boundary_gate, typed_input_gate, approval_gate]",BLOCKED_BEFORE_OUTPUT unless approval_packet explicitly authorizes provider execution.,"[provider_handoff_packet_id, approval_packet_id, typed_input_id]",provider_execution_allowed=false by default; only explicit approval_packet may change it,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: provider/tool adapter
directors/research/agastya.md,DIRECTOR,TEMPLATE_ONLY_SHALLOW,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]","[source_breadth_gate, claim_confidence_gate, freshness_gate]",NEEDS_CONFIRMATION if source breadth is insufficient.,"[source_url, source_date, claim_id, confidence_score, research_brief_packet_id]",web research may cite sources; provider/media execution remains disabled without approval_packet,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: research/source/fact
directors/research/ganesha.md,DIRECTOR,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
directors/research/parashara.md,DIRECTOR,TEMPLATE_ONLY_SHALLOW,script_generation_profile,"[research_brief_packet, script_strategy_packet, source_evidence_packet]","[script_v1_packet, script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT, PTR_SCRIPT_DEBATE, PTR_FINAL_SCRIPT_VOICE, PTR_FINAL_SCRIPT_IMAGE, PTR_FINAL_SCRIPT_VIDEO]","[script_segment_packet_present, voice_context_packet_present, visual_context_packet_present, video_context_packet_present, quality_scores_present]","[hook_generation_gate, retention_gate, script_quality_gate]",BLOCKED_BEFORE_OUTPUT when research_brief_packet or script_segment_packet cannot be produced.,"[research_brief_packet_id, script_v1_packet_id, script_segment_packet_id, line_number]",content planning only; provider/media execution disabled unless approval_packet authorizes handoff,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: script/hook/retention
directors/research/valmiki.md,DIRECTOR,TEMPLATE_ONLY_SHALLOW,media_quality_gate_profile,"[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]","[media_quality_gate_packet, lineage_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_PROVIDER_QUALITY, PTR_QUALITY_LINEAGE]","[media_quality_gate_packet_present, quality_scores_present, final_status_matches_weakest_evidence_layer]","[script_score_gate, voice_score_gate, visual_score_gate, video_score_gate, audio_score_gate, editing_score_gate]",BLOCKED_BEFORE_OUTPUT if critical score is below threshold or missing.,"[quality_gate_id, upstream_packet_ids, score_reason, failure_id]",quality gate reviews packets/artifacts only; no provider execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: quality/governance
directors/research/vyasa.md,DIRECTOR,TEMPLATE_ONLY_SHALLOW,provider_handoff_profile,"[voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, approval_packet]","[provider_handoff_packet, media_quality_gate_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_MEDIA_PROVIDER_HANDOFF, PTR_PROVIDER_QUALITY]","[provider_handoff_packet_present, no_n8n_provider_media_execution, provider_boundary_present]","[provider_boundary_gate, typed_input_gate, approval_gate]",BLOCKED_BEFORE_OUTPUT unless approval_packet explicitly authorizes provider execution.,"[provider_handoff_packet_id, approval_packet_id, typed_input_id]",provider_execution_allowed=false by default; only explicit approval_packet may change it,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: provider/tool adapter
directors/strategy/chanakya.md,DIRECTOR,TEMPLATE_ONLY_SHALLOW,provider_handoff_profile,"[voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, approval_packet]","[provider_handoff_packet, media_quality_gate_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_MEDIA_PROVIDER_HANDOFF, PTR_PROVIDER_QUALITY]","[provider_handoff_packet_present, no_n8n_provider_media_execution, provider_boundary_present]","[provider_boundary_gate, typed_input_gate, approval_gate]",BLOCKED_BEFORE_OUTPUT unless approval_packet explicitly authorizes provider execution.,"[provider_handoff_packet_id, approval_packet_id, typed_input_id]",provider_execution_allowed=false by default; only explicit approval_packet may change it,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: provider/tool adapter
directors/strategy/narada.md,DIRECTOR,TEMPLATE_ONLY_SHALLOW,media_quality_gate_profile,"[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]","[media_quality_gate_packet, lineage_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_PROVIDER_QUALITY, PTR_QUALITY_LINEAGE]","[media_quality_gate_packet_present, quality_scores_present, final_status_matches_weakest_evidence_layer]","[script_score_gate, voice_score_gate, visual_score_gate, video_score_gate, audio_score_gate, editing_score_gate]",BLOCKED_BEFORE_OUTPUT if critical score is below threshold or missing.,"[quality_gate_id, upstream_packet_ids, score_reason, failure_id]",quality gate reviews packets/artifacts only; no provider execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: quality/governance
directors/strategy/ravana.md,DIRECTOR,TEMPLATE_ONLY_SHALLOW,provider_handoff_profile,"[voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, approval_packet]","[provider_handoff_packet, media_quality_gate_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_MEDIA_PROVIDER_HANDOFF, PTR_PROVIDER_QUALITY]","[provider_handoff_packet_present, no_n8n_provider_media_execution, provider_boundary_present]","[provider_boundary_gate, typed_input_gate, approval_gate]",BLOCKED_BEFORE_OUTPUT unless approval_packet explicitly authorizes provider execution.,"[provider_handoff_packet_id, approval_packet_id, typed_input_id]",provider_execution_allowed=false by default; only explicit approval_packet may change it,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: provider/tool adapter
directors/supreme_vision/brahma.md,DIRECTOR,TEMPLATE_ONLY_SHALLOW,media_quality_gate_profile,"[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]","[media_quality_gate_packet, lineage_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_PROVIDER_QUALITY, PTR_QUALITY_LINEAGE]","[media_quality_gate_packet_present, quality_scores_present, final_status_matches_weakest_evidence_layer]","[script_score_gate, voice_score_gate, visual_score_gate, video_score_gate, audio_score_gate, editing_score_gate]",BLOCKED_BEFORE_OUTPUT if critical score is below threshold or missing.,"[quality_gate_id, upstream_packet_ids, score_reason, failure_id]",quality gate reviews packets/artifacts only; no provider execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: quality/governance
directors/supreme_vision/krishna.md,DIRECTOR,TEMPLATE_ONLY_SHALLOW,approval_gate_profile,"[lineage_packet, approval_packet, media_quality_gate_packet]","[approval_packet, execution_authorization_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, no_n8n_provider_media_execution, provider_boundary_present]","[explicit_user_approval_gate, scope_lock_gate, risk_acceptance_gate]",BLOCKED_BEFORE_OUTPUT until explicit user approval is present.,"[approval_packet_id, user_decision, scope, risk_acknowledged]",may authorize future execution only when approval_packet explicitly states scope,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: approval/oauth
directors/supreme_vision/shakti.md,DIRECTOR,TEMPLATE_ONLY_SHALLOW,media_quality_gate_profile,"[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]","[media_quality_gate_packet, lineage_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_PROVIDER_QUALITY, PTR_QUALITY_LINEAGE]","[media_quality_gate_packet_present, quality_scores_present, final_status_matches_weakest_evidence_layer]","[script_score_gate, voice_score_gate, visual_score_gate, video_score_gate, audio_score_gate, editing_score_gate]",BLOCKED_BEFORE_OUTPUT if critical score is below threshold or missing.,"[quality_gate_id, upstream_packet_ids, score_reason, failure_id]",quality gate reviews packets/artifacts only; no provider execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: quality/governance
directors/supreme_vision/shiva.md,DIRECTOR,TEMPLATE_ONLY_SHALLOW,lineage_profile,"[media_quality_gate_packet, lineage_packet, approval_packet]","[lineage_packet, approval_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_QUALITY_LINEAGE, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, segment_level_regeneration_actions_present, quality_scores_present]","[lineage_completeness_gate, decision_trace_gate, approval_options_gate]",NEEDS_HUMAN_REVIEW if upstream packet IDs or approval choices are missing.,"[upstream_packet_ids, downstream_packet_ids, decision_log, evidence_paths]",approval may authorize future execution; default is no provider/media/n8n execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: lineage/trace
directors/supreme_vision/vishnu.md,DIRECTOR,TEMPLATE_ONLY_SHALLOW,approval_gate_profile,"[lineage_packet, approval_packet, media_quality_gate_packet]","[approval_packet, execution_authorization_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_LINEAGE_APPROVAL]","[lineage_approval_packet_present, no_n8n_provider_media_execution, provider_boundary_present]","[explicit_user_approval_gate, scope_lock_gate, risk_acceptance_gate]",BLOCKED_BEFORE_OUTPUT until explicit user approval is present.,"[approval_packet_id, user_decision, scope, risk_acknowledged]",may authorize future execution only when approval_packet explicitly states scope,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: approval/oauth
agents/AGENT_RUNTIME_REGISTRY.yaml,AGENT,TEMPLATE_ONLY_SHALLOW,media_quality_gate_profile,"[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]","[media_quality_gate_packet, lineage_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_PROVIDER_QUALITY, PTR_QUALITY_LINEAGE]","[media_quality_gate_packet_present, quality_scores_present, final_status_matches_weakest_evidence_layer]","[script_score_gate, voice_score_gate, visual_score_gate, video_score_gate, audio_score_gate, editing_score_gate]",BLOCKED_BEFORE_OUTPUT if critical score is below threshold or missing.,"[quality_gate_id, upstream_packet_ids, score_reason, failure_id]",quality gate reviews packets/artifacts only; no provider execution,PRODUCTION_DEPTH_ENRICHED,false,path/pre-contract keyword: quality/governance
