component_file,component_layer,previous_unknown_reason,resolution_method,route_profile_applied,input_packets_added,output_packets_added,pointer_ids_added,validator_bindings_added,new_status,quarantined,reason
agents/agent_evolution_002/agent_evolution_002_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_evolution_003/agent_evolution_003_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_evolution_004/agent_evolution_004_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_evolution_005/agent_evolution_005_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_governance_001/agent_governance_001_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: quality/governance,media_quality_gate_profile,"[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]","[media_quality_gate_packet, lineage_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_PROVIDER_QUALITY, PTR_QUALITY_LINEAGE]","[media_quality_gate_packet_present, quality_scores_present, final_status_matches_weakest_evidence_layer]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_governance_002/agent_governance_002_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: quality/governance,media_quality_gate_profile,"[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]","[media_quality_gate_packet, lineage_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_PROVIDER_QUALITY, PTR_QUALITY_LINEAGE]","[media_quality_gate_packet_present, quality_scores_present, final_status_matches_weakest_evidence_layer]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_governance_003/agent_governance_003_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: quality/governance,media_quality_gate_profile,"[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]","[media_quality_gate_packet, lineage_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_PROVIDER_QUALITY, PTR_QUALITY_LINEAGE]","[media_quality_gate_packet_present, quality_scores_present, final_status_matches_weakest_evidence_layer]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_governance_004/agent_governance_004_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: quality/governance,media_quality_gate_profile,"[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]","[media_quality_gate_packet, lineage_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_PROVIDER_QUALITY, PTR_QUALITY_LINEAGE]","[media_quality_gate_packet_present, quality_scores_present, final_status_matches_weakest_evidence_layer]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_governance_005/agent_governance_005_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: quality/governance,media_quality_gate_profile,"[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]","[media_quality_gate_packet, lineage_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_PROVIDER_QUALITY, PTR_QUALITY_LINEAGE]","[media_quality_gate_packet_present, quality_scores_present, final_status_matches_weakest_evidence_layer]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_governance_006/agent_governance_006_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: quality/governance,media_quality_gate_profile,"[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]","[media_quality_gate_packet, lineage_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_PROVIDER_QUALITY, PTR_QUALITY_LINEAGE]","[media_quality_gate_packet_present, quality_scores_present, final_status_matches_weakest_evidence_layer]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_governance_007/agent_governance_007_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: quality/governance,media_quality_gate_profile,"[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]","[media_quality_gate_packet, lineage_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_PROVIDER_QUALITY, PTR_QUALITY_LINEAGE]","[media_quality_gate_packet_present, quality_scores_present, final_status_matches_weakest_evidence_layer]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_governance_008/agent_governance_008_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: quality/governance,media_quality_gate_profile,"[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]","[media_quality_gate_packet, lineage_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_PROVIDER_QUALITY, PTR_QUALITY_LINEAGE]","[media_quality_gate_packet_present, quality_scores_present, final_status_matches_weakest_evidence_layer]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_governance_009/agent_governance_009_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: quality/governance,media_quality_gate_profile,"[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]","[media_quality_gate_packet, lineage_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_PROVIDER_QUALITY, PTR_QUALITY_LINEAGE]","[media_quality_gate_packet_present, quality_scores_present, final_status_matches_weakest_evidence_layer]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_governance_010/agent_governance_010_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: quality/governance,media_quality_gate_profile,"[script_segment_packet, voice_context_packet, visual_context_packet, video_context_packet, music_sfx_packet, editing_timeline_packet, provider_handoff_packet]","[media_quality_gate_packet, lineage_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_PROVIDER_QUALITY, PTR_QUALITY_LINEAGE]","[media_quality_gate_packet_present, quality_scores_present, final_status_matches_weakest_evidence_layer]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_kernel_001/agent_kernel_001_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_kernel_002/agent_kernel_002_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_kernel_003/agent_kernel_003_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_kernel_004/agent_kernel_004_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_kernel_005/agent_kernel_005_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_kernel_006/agent_kernel_006_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_kernel_007/agent_kernel_007_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_kernel_008/agent_kernel_008_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_kernel_009/agent_kernel_009_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_kernel_010/agent_kernel_010_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_kernel_011/agent_kernel_011_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_kernel_012/agent_kernel_012_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_media_001/agent_media_001_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_media_002/agent_media_002_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_media_003/agent_media_003_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_media_004/agent_media_004_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_media_005/agent_media_005_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
agents/agent_media_006/agent_media_006_agent.py,AGENT,MAC-06.2C active UNKNOWN_NEEDS_REVIEW,path/pre-contract keyword: research/source/fact,research_synthesis_profile,"[topic_intake_packet, trend_signal_packet, source_evidence_packet]","[research_brief_packet, source_evidence_packet, claim_risk_packet]","[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]","[source_breadth_lock_status, per_tool_source_map_present, exact_rule_evidence_present]",PRODUCTION_DEPTH_ENRICHED,false,Resolved with deterministic route profile; no active unknown remains.
