component_file,old_pointer_value,new_pointer_ids,route_profile_used,status
agents/agent_governance_009/agent_governance_009_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_PROVIDER_QUALITY, PTR_QUALITY_LINEAGE]",media_quality_gate_profile,REPAIRED
agents/agent_governance_010/agent_governance_010_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_PROVIDER_QUALITY, PTR_QUALITY_LINEAGE]",media_quality_gate_profile,REPAIRED
agents/agent_kernel_001/agent_kernel_001_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_kernel_002/agent_kernel_002_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_kernel_003/agent_kernel_003_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_kernel_004/agent_kernel_004_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_kernel_005/agent_kernel_005_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_kernel_006/agent_kernel_006_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_kernel_007/agent_kernel_007_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_kernel_008/agent_kernel_008_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_kernel_009/agent_kernel_009_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_kernel_010/agent_kernel_010_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_kernel_011/agent_kernel_011_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_kernel_012/agent_kernel_012_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_media_001/agent_media_001_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_media_002/agent_media_002_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_media_003/agent_media_003_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_media_004/agent_media_004_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_media_005/agent_media_005_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_media_006/agent_media_006_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_media_007/agent_media_007_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_media_008/agent_media_008_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_media_009/agent_media_009_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_media_010/agent_media_010_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_media_011/agent_media_011_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_media_012/agent_media_012_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_media_013/agent_media_013_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_media_014/agent_media_014_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_media_015/agent_media_015_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_media_016/agent_media_016_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_media_017/agent_media_017_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_media_018/agent_media_018_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_media_019/agent_media_019_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_media_020/agent_media_020_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_plugin_runtime_001/agent_plugin_runtime_001_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_plugin_runtime_002/agent_plugin_runtime_002_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_plugin_runtime_003/agent_plugin_runtime_003_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_plugin_runtime_004/agent_plugin_runtime_004_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_recovery_001/agent_recovery_001_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
agents/agent_recovery_002/agent_recovery_002_agent.py,registry file only or generic communication pointer,"[PTR_DIRECTOR_AGENT, PTR_AGENT_SUBAGENT, PTR_SUBAGENT_SKILL, PTR_SKILL_SUBSKILL, PTR_RESEARCH_SCRIPT]",research_synthesis_profile,REPAIRED
