skill_file,skill_id,route_family,activation_trigger_specific,input_schema_specific,output_schema_specific,subskill_hooks_specific,quality_metric_specific,validator_binding_specific,fallback_specific,lineage_specific,provider_boundary_present,classification,gap
skills/autonomous_loop/M-102-escalation-engine.py,M-102-escalation-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-102-escalation-engine.skill.md,M-102_Escalation_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-103-strategic-alignment-engine.py,M-103-strategic-alignment-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-103-strategic-alignment-engine.skill.md,M-103_Strategic_Alignment_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-104-executive-review-system.py,M-104-executive-review-system,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-104-executive-review-system.skill.md,M-104_Executive_Review_System,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-105-publishing-engine.py,M-105-publishing-engine,"[editing_packaging, full_video_pipeline, publishing]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-105-publishing-engine.skill.md,M-105_Publishing_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-106-upload-verification.py,M-106-upload-verification,"[editing_packaging, full_video_pipeline, publishing]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-106-upload-verification.skill.md,M-106_Upload_Verification,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-107-algorithm-kickstart-engine.py,M-107-algorithm-kickstart-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-107-algorithm-kickstart-engine.skill.md,M-107_Algorithm_Kickstart_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-108-engagement-booster.py,M-108-engagement-booster,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-108-engagement-booster.skill.md,M-108_Engagement_Booster,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-109-comment-analyzer.py,M-109-comment-analyzer,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-109-comment-analyzer.skill.md,M-109_Comment_Analyzer,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-110-reputation-monitor.py,M-110-reputation-monitor,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-110-reputation-monitor.skill.md,M-110_Reputation_Monitor,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-111-feedback-learning-engine.py,M-111-feedback-learning-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-111-feedback-learning-engine.skill.md,M-111_Feedback_Learning_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-112-strategy-refinement-engine.py,M-112-strategy-refinement-engine,"[script_refinement, script_generation]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-112-strategy-refinement-engine.skill.md,M-112_Strategy_Refinement_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-113-empire-growth-engine.py,M-113-empire-growth-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-113-empire-growth-engine.skill.md,M-113_Empire_Growth_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-114-resource-expansion-engine.py,M-114-resource-expansion-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-114-resource-expansion-engine.skill.md,M-114_Resource_Expansion_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-115-automation-expansion-engine.py,M-115-automation-expansion-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-115-automation-expansion-engine.skill.md,M-115_Automation_Expansion_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-116-skill-evolution-engine.py,M-116-skill-evolution-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-116-skill-evolution-engine.skill.md,M-116_Skill_Evolution_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-117-intelligence-upgrade-engine.py,M-117-intelligence-upgrade-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-117-intelligence-upgrade-engine.skill.md,M-117_Intelligence_Upgrade_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-118-empire-security-engine.py,M-118-empire-security-engine,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-118-empire-security-engine.skill.md,M-118_Empire_Security_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-119-redundancy-system.py,M-119-redundancy-system,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-119-redundancy-system.skill.md,M-119_Redundancy_System,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-120-supreme-orchestrator.py,M-120-supreme-orchestrator,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/autonomous_loop/M-120-supreme-orchestrator.skill.md,M-120_Supreme_Orchestrator,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/context_engineering/P-301-execution-context-engineer.py,P-301-execution-context-engineer,"[context_engineering, script_generation]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/context_engineering/P-301-execution-context-engineer.skill.md,P-301-execution-context-engineer.skill,"[context_engineering, script_generation]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/context_engineering/P-302-platform-format-specialist.py,P-302-platform-format-specialist,"[context_engineering, script_generation]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/context_engineering/P-302-platform-format-specialist.skill.md,P-302-platform-format-specialist.skill,"[context_engineering, script_generation]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/context_engineering/P-303-asset-brief-creator.py,P-303-asset-brief-creator,"[context_engineering, script_generation]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/context_engineering/P-303-asset-brief-creator.skill.md,P-303-asset-brief-creator.skill,"[context_engineering, script_generation]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/context_engineering/P-304-lineage-chain-validator.py,P-304-lineage-chain-validator,"[context_engineering, script_generation]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/context_engineering/P-304-lineage-chain-validator.skill.md,P-304-lineage-chain-validator.skill,"[context_engineering, script_generation]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/context_engineering/P-305-context-packet-finalizer.py,P-305-context-packet-finalizer,"[context_engineering, script_generation]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/context_engineering/P-305-context-packet-finalizer.skill.md,P-305-context-packet-finalizer.skill,"[context_engineering, script_generation]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/governance/M-181-innovation-engine.py,M-181-innovation-engine,"[quality_gate, full_video_pipeline]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/governance/M-181-innovation-engine.skill.md,M-181_Innovation_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/governance/M-182-collaboration-engine.py,M-182-collaboration-engine,"[quality_gate, full_video_pipeline]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/governance/M-182-collaboration-engine.skill.md,M-182_Collaboration_Engine,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/intelligence/M-001-intent-cortex.py,M-001-intent-cortex,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/intelligence/M-001-intent-cortex.skill.md,M-001_Intent_Cortex,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/intelligence/M-002-context-analyzer.py,M-002-context-analyzer,"[trend_research, topic_discovery, script_generation]",true,true,true,true,true,true,false,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/intelligence/M-002-context-analyzer.skill.md,M-002_Context_Analyzer,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_audio/M-231-voiceover-direction-script.skill.md,SKL-PH3C-M-231-VOICEOVER_DIRECTION_SCRIPT,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_audio/M-232-sound-design-brief.skill.md,SKL-PH3C-M-232-SOUND_DESIGN_BRIEF,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_audio/M-233-music-selection-advisor.skill.md,SKL-PH3C-M-233-MUSIC_SELECTION_ADVISOR,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_audio/M-234-podcast-audio-optimization.skill.md,SKL-PH3C-M-234-PODCAST_AUDIO_OPTIMIZATION,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_audio/M-235-acoustic-environment-analyzer.skill.md,SKL-PH3C-M-235-ACOUSTIC_ENVIRONMENT_ANALYZER,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_audio/M-236-noise-reduction-strategy.skill.md,SKL-PH3C-M-236-NOISE_REDUCTION_STRATEGY,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_audio/M-237-audio-levels-normalization.skill.md,SKL-PH3C-M-237-AUDIO_LEVELS_NORMALIZATION,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_audio/M-238-compression-eq-specifications.skill.md,SKL-PH3C-M-238-COMPRESSION_EQ_SPECIFICATIONS,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_audio/M-239-reverb-effects-designer.skill.md,SKL-PH3C-M-239-REVERB_EFFECTS_DESIGNER,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_audio/M-240-audio-mixing-guide.skill.md,SKL-PH3C-M-240-AUDIO_MIXING_GUIDE,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_audio/M-241-mastering-specifications.skill.md,SKL-PH3C-M-241-MASTERING_SPECIFICATIONS,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_audio/M-242-podcast-intro-outro-designer.skill.md,SKL-PH3C-M-242-PODCAST_INTRO_OUTRO_DESIGNER,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_audio/M-243-audio-transitions-optimizer.skill.md,SKL-PH3C-M-243-AUDIO_TRANSITIONS_OPTIMIZER,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_audio/M-244-transcript-generator.skill.md,SKL-PH3C-M-244-TRANSCRIPT_GENERATOR,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_audio/M-245-accessibility-audio-description.skill.md,SKL-PH3C-M-245-ACCESSIBILITY_AUDIO_DESCRIPTION,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_graphics/M-201-visual-design-brief-generator.skill.md,SKL-PH3A-M-201-VISUAL_DESIGN_BRIEF_GENERATOR,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_graphics/M-202-color-palette-optimizer.skill.md,SKL-PH3A-M-202-COLOR_PALETTE_OPTIMIZER,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_graphics/M-203-typography-selector.skill.md,SKL-PH3A-M-203-TYPOGRAPHY_SELECTOR,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_graphics/M-204-layout-composition-strategist.skill.md,SKL-PH3A-M-204-LAYOUT_COMPOSITION_STRATEGIST,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_graphics/M-205-icon-illustration-mapper.skill.md,SKL-PH3A-M-205-ICON_ILLUSTRATION_MAPPER,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_graphics/M-206-brand-consistency-validator.skill.md,SKL-PH3A-M-206-BRAND_CONSISTENCY_VALIDATOR,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_graphics/M-207-accessibility-analyzer.skill.md,SKL-PH3A-M-207-ACCESSIBILITY_ANALYZER,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_graphics/M-208-image-asset-sourcing-advisor.skill.md,SKL-PH3A-M-208-IMAGE_ASSET_SOURCING_ADVISOR,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_graphics/M-209-infographic-structure-designer.skill.md,SKL-PH3A-M-209-INFOGRAPHIC_STRUCTURE_DESIGNER,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
skills/media_graphics/M-210-animation-transition-specifier.skill.md,SKL-PH3A-M-210-ANIMATION_TRANSITION_SPECIFIER,"[lineage_summary, approval_gate]",true,true,true,true,true,true,true,true,true,FAKE_DEPTH,skill capability is contract-enriched but native skill body lacks concrete callable IO/validation logic
