workflow_id,workflow_name,sanitized_filename,raw_private_filename,active,archived,createdAt,updatedAt,tags,node_count,trigger_node_count,credential_reference_count,source_guess,source_guess_reason,shadow_or_non_shadow,present_in_wave2_38_reference,recommended_future_action,notes
EZAmggQBwBAD3UdR,CWF-310 Execution Context Builder Canonical,workflow_export_sanitized/CWF_310_Execution_Context_Builder_Canonical__EZAmggQBwBAD3UdR.json,workflow_export_raw_private_DO_NOT_COMMIT/CWF_310_Execution_Context_Builder_Canonical__EZAmggQBwBAD3UdR.json,True,False,2026-05-03 18:46:10.814,2026-05-14 20:32:12.289,,5,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
GprQFnIiU74KKEpY,CWF-240 Final Script Shaping Canonical,workflow_export_sanitized/CWF_240_Final_Script_Shaping_Canonical__GprQFnIiU74KKEpY.json,workflow_export_raw_private_DO_NOT_COMMIT/CWF_240_Final_Script_Shaping_Canonical__GprQFnIiU74KKEpY.json,True,False,2026-05-03 18:45:59.720,2026-05-14 20:32:12.038,,10,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
I1af7W2pkAFEn3z5,CWF-340 Lineage Validator Canonical,workflow_export_sanitized/CWF_340_Lineage_Validator_Canonical__I1af7W2pkAFEn3z5.json,workflow_export_raw_private_DO_NOT_COMMIT/CWF_340_Lineage_Validator_Canonical__I1af7W2pkAFEn3z5.json,True,False,2026-05-03 18:46:44.683,2026-05-14 20:32:12.838,,7,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
I7HWYJta1QQFwUaO,Generate AI avatar videos with GPT-5 & publish to social media platforms,workflow_export_sanitized/Generate_AI_avatar_videos_with_GPT_5_publish_to_social_media_platforms__I7HWYJta1QQFwUaO.json,workflow_export_raw_private_DO_NOT_COMMIT/Generate_AI_avatar_videos_with_GPT_5_publish_to_social_media_platforms__I7HWYJta1QQFwUaO.json,False,False,2026-05-05 20:04:25.787,2026-05-05 20:13:51.592,,41,0,0,UNKNOWN,no canonical marker and no decisive template keyword,UNKNOWN,False,NEEDS_MANUAL_REVIEW,
Ih7yfJs1ON43xKmT,WF-021 Replay Remodify Canonical,workflow_export_sanitized/WF_021_Replay_Remodify_Canonical__Ih7yfJs1ON43xKmT.json,workflow_export_raw_private_DO_NOT_COMMIT/WF_021_Replay_Remodify_Canonical__Ih7yfJs1ON43xKmT.json,True,False,2026-05-03 18:49:00.670,2026-05-03 18:49:00.670,,11,1,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
J4Gmv5gkkSkjweaS,"Automate AI news videos with GPT-4o, Heygen Avatars, and Blotato",workflow_export_sanitized/Automate_AI_news_videos_with_GPT_4o_Heygen_Avatars_and_Blotato__J4Gmv5gkkSkjweaS.json,workflow_export_raw_private_DO_NOT_COMMIT/Automate_AI_news_videos_with_GPT_4o_Heygen_Avatars_and_Blotato__J4Gmv5gkkSkjweaS.json,False,False,2026-05-05 19:12:36.214,2026-05-05 20:19:39.093,,29,0,0,N8N_IMPORTED_TEMPLATE,non-canonical title with template/provider keywords,NON_SHADOW,False,REVIEW_FOR_REUSE,
J7rC466LserURUoG,AI YouTube trend finder based on niche,workflow_export_sanitized/AI_YouTube_trend_finder_based_on_niche__J7rC466LserURUoG.json,workflow_export_raw_private_DO_NOT_COMMIT/AI_YouTube_trend_finder_based_on_niche__J7rC466LserURUoG.json,False,False,2026-05-05 19:29:59.962,2026-05-05 20:19:05.857,,15,0,0,N8N_IMPORTED_TEMPLATE,non-canonical title with template/provider keywords,NON_SHADOW,False,REVIEW_FOR_REUSE,
JQTFjmsn9dLVIdVu,CWF-420 Visual Asset Planner Canonical,workflow_export_sanitized/CWF_420_Visual_Asset_Planner_Canonical__JQTFjmsn9dLVIdVu.json,workflow_export_raw_private_DO_NOT_COMMIT/CWF_420_Visual_Asset_Planner_Canonical__JQTFjmsn9dLVIdVu.json,True,False,2026-05-03 18:47:05.672,2026-05-14 20:32:13.151,,3,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
JkqH3MB9n7IWUSmT,CWF-210 Script Generation Canonical,workflow_export_sanitized/CWF_210_Script_Generation_Canonical__JkqH3MB9n7IWUSmT.json,workflow_export_raw_private_DO_NOT_COMMIT/CWF_210_Script_Generation_Canonical__JkqH3MB9n7IWUSmT.json,True,False,2026-05-03 18:45:25.244,2026-05-14 20:32:11.583,,10,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
JoLoaeTOdoe5c3ve,CWF-230 Script Refinement Canonical,workflow_export_sanitized/CWF_230_Script_Refinement_Canonical__JoLoaeTOdoe5c3ve.json,workflow_export_raw_private_DO_NOT_COMMIT/CWF_230_Script_Refinement_Canonical__JoLoaeTOdoe5c3ve.json,True,False,2026-05-03 18:45:48.876,2026-05-14 20:32:11.891,,10,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
K8ffUF0eWIXiiQE8,CWF-140 Research Synthesis Canonical,workflow_export_sanitized/CWF_140_Research_Synthesis_Canonical__K8ffUF0eWIXiiQE8.json,workflow_export_raw_private_DO_NOT_COMMIT/CWF_140_Research_Synthesis_Canonical__K8ffUF0eWIXiiQE8.json,True,False,2026-05-03 18:45:12.651,2026-05-14 20:32:11.432,,10,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
KIN128ViolnkXhDI,Get a summary of each podcast in your YouTube playlist daily automatically free,workflow_export_sanitized/Get_a_summary_of_each_podcast_in_your_YouTube_playlist_daily_automatically_free__KIN128ViolnkXhDI.json,workflow_export_raw_private_DO_NOT_COMMIT/Get_a_summary_of_each_podcast_in_your_YouTube_playlist_daily_automatically_free__KIN128ViolnkXhDI.json,False,False,2026-05-05 19:59:48.554,2026-05-05 20:15:54.538,,23,0,0,N8N_IMPORTED_TEMPLATE,non-canonical title with template/provider keywords,NON_SHADOW,False,REVIEW_FOR_REUSE,
KTru6icuqaCikB7M,"Create AI news avatar videos with Dumpling AI, GPT-4o and HeyGen",workflow_export_sanitized/Create_AI_news_avatar_videos_with_Dumpling_AI_GPT_4o_and_HeyGen__KTru6icuqaCikB7M.json,workflow_export_raw_private_DO_NOT_COMMIT/Create_AI_news_avatar_videos_with_Dumpling_AI_GPT_4o_and_HeyGen__KTru6icuqaCikB7M.json,False,False,2026-05-05 20:04:49.233,2026-05-05 20:13:35.624,,15,0,0,N8N_IMPORTED_TEMPLATE,non-canonical title with template/provider keywords,NON_SHADOW,False,REVIEW_FOR_REUSE,
MeR3pzh84KpLMcNf,CWF-440 Media Package Finalizer Canonical,workflow_export_sanitized/CWF_440_Media_Package_Finalizer_Canonical__MeR3pzh84KpLMcNf.json,workflow_export_raw_private_DO_NOT_COMMIT/CWF_440_Media_Package_Finalizer_Canonical__MeR3pzh84KpLMcNf.json,True,False,2026-05-03 18:47:28.487,2026-05-14 20:32:13.369,,3,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
O2qGFq562dfOB1rc,CWF-630 Evolution Signal Synthesizer Canonical,workflow_export_sanitized/CWF_630_Evolution_Signal_Synthesizer_Canonical__O2qGFq562dfOB1rc.json,workflow_export_raw_private_DO_NOT_COMMIT/CWF_630_Evolution_Signal_Synthesizer_Canonical__O2qGFq562dfOB1rc.json,True,False,2026-05-03 18:48:38.707,2026-05-14 20:32:14.242,,5,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
OhbVrpoiVgRV5IfL,WF-000 Health Check Canonical,workflow_export_sanitized/WF_000_Health_Check_Canonical__OhbVrpoiVgRV5IfL.json,workflow_export_raw_private_DO_NOT_COMMIT/WF_000_Health_Check_Canonical__OhbVrpoiVgRV5IfL.json,True,False,2026-05-03 18:48:50.257,2026-05-03 22:32:02,,7,1,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
PPgdzUvZ3gpmmICi,CWF-320 Platform Packager Canonical,workflow_export_sanitized/CWF_320_Platform_Packager_Canonical__PPgdzUvZ3gpmmICi.json,workflow_export_raw_private_DO_NOT_COMMIT/CWF_320_Platform_Packager_Canonical__PPgdzUvZ3gpmmICi.json,True,False,2026-05-03 18:46:22.610,2026-05-14 20:32:12.524,,5,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
QPtDu7W7eaDNKgeI,CWF-520 Distribution Planner Canonical,workflow_export_sanitized/CWF_520_Distribution_Planner_Canonical__QPtDu7W7eaDNKgeI.json,workflow_export_raw_private_DO_NOT_COMMIT/CWF_520_Distribution_Planner_Canonical__QPtDu7W7eaDNKgeI.json,True,False,2026-05-03 18:47:51.231,2026-05-14 20:32:13.621,,3,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
QnYM048NZQ2el0ti,"AI content creation and publishing engine with Mistral, Creatomate, and YouTube",workflow_export_sanitized/AI_content_creation_and_publishing_engine_with_Mistral_Creatomate_and_YouTube__QnYM048NZQ2el0ti.json,workflow_export_raw_private_DO_NOT_COMMIT/AI_content_creation_and_publishing_engine_with_Mistral_Creatomate_and_YouTube__QnYM048NZQ2el0ti.json,False,False,2026-05-05 19:28:20.012,2026-05-05 20:19:12.967,,34,0,0,N8N_IMPORTED_TEMPLATE,non-canonical title with template/provider keywords,NON_SHADOW,False,REVIEW_FOR_REUSE,
RJZfWpTnerY8dTXY,⚡AI-powered YouTube video summarization & analysis,workflow_export_sanitized/AI_powered_YouTube_video_summarization_analysis__RJZfWpTnerY8dTXY.json,workflow_export_raw_private_DO_NOT_COMMIT/AI_powered_YouTube_video_summarization_analysis__RJZfWpTnerY8dTXY.json,False,False,2026-05-05 19:30:23.524,2026-05-05 20:18:57.318,,12,0,0,N8N_IMPORTED_TEMPLATE,non-canonical title with template/provider keywords,NON_SHADOW,False,REVIEW_FOR_REUSE,
SBzxhyz7l2XlNlHJ,Generate text images from the Free DummyJSON API using the HTTP request node,workflow_export_sanitized/Generate_text_images_from_the_Free_DummyJSON_API_using_the_HTTP_request_node__SBzxhyz7l2XlNlHJ.json,workflow_export_raw_private_DO_NOT_COMMIT/Generate_text_images_from_the_Free_DummyJSON_API_using_the_HTTP_request_node__SBzxhyz7l2XlNlHJ.json,False,False,2026-05-05 20:01:46.121,2026-05-05 20:14:57.539,,3,0,0,UTILITY,contains DummyJSON utility keyword,NON_SHADOW,False,CANDIDATE_FOR_FUTURE_EXECUTION_BUS,
TtNZPHaQ0Jt7Qg84,CWF-610 Performance Metrics Collector Canonical,workflow_export_sanitized/CWF_610_Performance_Metrics_Collector_Canonical__TtNZPHaQ0Jt7Qg84.json,workflow_export_raw_private_DO_NOT_COMMIT/CWF_610_Performance_Metrics_Collector_Canonical__TtNZPHaQ0Jt7Qg84.json,True,False,2026-05-03 18:48:14.862,2026-05-14 20:32:13.876,,5,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
UpkDyr7OSJoRu1XX,WF-300 Context Engineering Pack Canonical,workflow_export_sanitized/WF_300_Context_Engineering_Pack_Canonical__UpkDyr7OSJoRu1XX.json,workflow_export_raw_private_DO_NOT_COMMIT/WF_300_Context_Engineering_Pack_Canonical__UpkDyr7OSJoRu1XX.json,True,False,2026-05-03 18:50:21.580,2026-05-03 18:50:21.580,,17,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
VLB5LzxoiGFfWd3h,WF-600 Analytics Evolution Pack Canonical,workflow_export_sanitized/WF_600_Analytics_Evolution_Pack_Canonical__VLB5LzxoiGFfWd3h.json,workflow_export_raw_private_DO_NOT_COMMIT/WF_600_Analytics_Evolution_Pack_Canonical__VLB5LzxoiGFfWd3h.json,True,False,2026-05-03 18:50:56.130,2026-05-03 18:50:56.130,,15,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
VwsCYZg1glcyamPH,Generate text images from the Free DummyJSON API using the HTTP request node 2,workflow_export_sanitized/Generate_text_images_from_the_Free_DummyJSON_API_using_the_HTTP_request_node_2__VwsCYZg1glcyamPH.json,workflow_export_raw_private_DO_NOT_COMMIT/Generate_text_images_from_the_Free_DummyJSON_API_using_the_HTTP_request_node_2__VwsCYZg1glcyamPH.json,False,True,2026-05-05 20:01:55.750,2026-05-05 20:11:00,,3,0,0,UTILITY,contains DummyJSON utility keyword,NON_SHADOW,False,CANDIDATE_FOR_FUTURE_EXECUTION_BUS,
WF950GemSmkTst01,WF-950 Gemini Credential Smoke Test,workflow_export_sanitized/WF_950_Gemini_Credential_Smoke_Test__WF950GemSmkTst01.json,workflow_export_raw_private_DO_NOT_COMMIT/WF_950_Gemini_Credential_Smoke_Test__WF950GemSmkTst01.json,False,False,2026-05-11 08:11:09.660,2026-05-11 08:11:09.660,,4,0,1,EXPERIMENTAL,contains WF-950/smoke-test marker,SHADOW,True,NEEDS_MANUAL_REVIEW,
YdBriWl8kjRqClva,"Generate AI viral videos with NanoBanana & VEO3, shared on socials via Blotato",workflow_export_sanitized/Generate_AI_viral_videos_with_NanoBanana_VEO3_shared_on_socials_via_Blotato__YdBriWl8kjRqClva.json,workflow_export_raw_private_DO_NOT_COMMIT/Generate_AI_viral_videos_with_NanoBanana_VEO3_shared_on_socials_via_Blotato__YdBriWl8kjRqClva.json,False,False,2026-05-05 18:46:18.225,2026-05-05 20:20:03.173,,46,0,0,N8N_IMPORTED_TEMPLATE,non-canonical title with template/provider keywords,NON_SHADOW,False,REVIEW_FOR_REUSE,
ZpSkncOwYzqXP8XL,Generate & auto-post tech news AI avatar videos to social media with Heygen and Blotato,workflow_export_sanitized/Generate_auto_post_tech_news_AI_avatar_videos_to_social_media_with_Heygen_and_Blotato__ZpSkncOwYzqXP8XL.json,workflow_export_raw_private_DO_NOT_COMMIT/Generate_auto_post_tech_news_AI_avatar_videos_to_social_media_with_Heygen_and_Blotato__ZpSkncOwYzqXP8XL.json,False,False,2026-05-05 20:04:14.019,2026-05-05 20:13:58.879,,30,0,0,N8N_IMPORTED_TEMPLATE,non-canonical title with template/provider keywords,NON_SHADOW,False,REVIEW_FOR_REUSE,
aMuFbh7x41Ztpdp4,CWF-130 Topic Scoring Canonical,workflow_export_sanitized/CWF_130_Topic_Scoring_Canonical__aMuFbh7x41Ztpdp4.json,workflow_export_raw_private_DO_NOT_COMMIT/CWF_130_Topic_Scoring_Canonical__aMuFbh7x41Ztpdp4.json,True,False,2026-05-03 18:45:02.451,2026-05-14 20:32:11.318,,10,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
ahRDTyqKrfJd8DUK,Fully automated AI video generation & multi-platform publishing,workflow_export_sanitized/Fully_automated_AI_video_generation_multi_platform_publishing__ahRDTyqKrfJd8DUK.json,workflow_export_raw_private_DO_NOT_COMMIT/Fully_automated_AI_video_generation_multi_platform_publishing__ahRDTyqKrfJd8DUK.json,False,False,2026-05-05 20:01:33.266,2026-05-05 20:15:32.378,,51,0,0,UNKNOWN,no canonical marker and no decisive template keyword,UNKNOWN,False,NEEDS_MANUAL_REVIEW,
b3BIpRhfUUIf5Oco,"AI-powered short-form video generator with OpenAI, Flux, Kling, and ElevenLabs",workflow_export_sanitized/AI_powered_short_form_video_generator_with_OpenAI_Flux_Kling_and_ElevenLabs__b3BIpRhfUUIf5Oco.json,workflow_export_raw_private_DO_NOT_COMMIT/AI_powered_short_form_video_generator_with_OpenAI_Flux_Kling_and_ElevenLabs__b3BIpRhfUUIf5Oco.json,False,False,2026-05-05 19:24:15.069,2026-05-05 20:19:25.645,,41,0,0,N8N_IMPORTED_TEMPLATE,non-canonical title with template/provider keywords,NON_SHADOW,False,REVIEW_FOR_REUSE,
bRQXDXVsPXQgCde8,Free AI image generator - n8n automation workflow with Gemini/ChatGPT,workflow_export_sanitized/Free_AI_image_generator_n8n_automation_workflow_with_Gemini_ChatGPT__bRQXDXVsPXQgCde8.json,workflow_export_raw_private_DO_NOT_COMMIT/Free_AI_image_generator_n8n_automation_workflow_with_Gemini_ChatGPT__bRQXDXVsPXQgCde8.json,False,False,2026-05-05 20:02:05.786,2026-05-05 20:14:47.481,,16,0,0,UNKNOWN,no canonical marker and no decisive template keyword,UNKNOWN,False,NEEDS_MANUAL_REVIEW,
ckaieD5tNs2pgplr,Generate custom AI videos with Digital Avatars using HeyGen API,workflow_export_sanitized/Generate_custom_AI_videos_with_Digital_Avatars_using_HeyGen_API__ckaieD5tNs2pgplr.json,workflow_export_raw_private_DO_NOT_COMMIT/Generate_custom_AI_videos_with_Digital_Avatars_using_HeyGen_API__ckaieD5tNs2pgplr.json,False,False,2026-05-05 20:05:56.539,2026-05-05 20:12:57.248,,6,0,0,N8N_IMPORTED_TEMPLATE,non-canonical title with template/provider keywords,NON_SHADOW,False,REVIEW_FOR_REUSE,
dOKm3qLjKtJDHK8N,Free YouTube video analyzer with AI-powered summaries & email alerts,workflow_export_sanitized/Free_YouTube_video_analyzer_with_AI_powered_summaries_email_alerts__dOKm3qLjKtJDHK8N.json,workflow_export_raw_private_DO_NOT_COMMIT/Free_YouTube_video_analyzer_with_AI_powered_summaries_email_alerts__dOKm3qLjKtJDHK8N.json,False,False,2026-05-05 19:01:41.115,2026-05-05 20:19:53.637,,21,0,0,N8N_IMPORTED_TEMPLATE,non-canonical title with template/provider keywords,NON_SHADOW,False,REVIEW_FOR_REUSE,
ddLEG62Hkd9Gf2le,CWF-430 Audio Script Optimizer Canonical,workflow_export_sanitized/CWF_430_Audio_Script_Optimizer_Canonical__ddLEG62Hkd9Gf2le.json,workflow_export_raw_private_DO_NOT_COMMIT/CWF_430_Audio_Script_Optimizer_Canonical__ddLEG62Hkd9Gf2le.json,True,False,2026-05-03 18:47:16.047,2026-05-14 20:32:13.256,,3,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
dkyayq7YYDsBS9UY,CWF-410 Thumbnail Generator Canonical,workflow_export_sanitized/CWF_410_Thumbnail_Generator_Canonical__dkyayq7YYDsBS9UY.json,workflow_export_raw_private_DO_NOT_COMMIT/CWF_410_Thumbnail_Generator_Canonical__dkyayq7YYDsBS9UY.json,True,False,2026-05-03 18:46:55.344,2026-05-14 20:32:12.944,,3,0,0,SHADOW_EMPIRE_CANONICAL,contains WF/CWF canonical marker,SHADOW,True,KEEP_REFERENCE_ONLY,
